Run,City,System,FailureTime
54,Los Angeles,Media,18
54,Los Angeles,Government Portals,20
54,Chicago,Power Grid AI,0
54,Chicago,Internet Backbone AI,4
54,Chicago,Data Centers,5
54,Chicago,Hospitals,14
54,Chicago,Finance,13
54,Chicago,Logistics,15
54,Chicago,Emergency Services,17
54,Chicago,Media,17
54,Chicago,Government Portals,14
54,Houston,Power Grid AI,11
54,Houston,Internet Backbone AI,14
54,Houston,Data Centers,15
54,Houston,Hospitals,13
54,Houston,Finance,13
54,Houston,Logistics,16
54,Houston,Emergency Services,25
54,Houston,Media,16
54,Houston,Government Portals,19
54,Phoenix,Power Grid AI,12
54,Phoenix,Internet Backbone AI,10
54,Phoenix,Data Centers,16
54,Phoenix,Hospitals,14
54,Phoenix,Finance,12
54,Phoenix,Logistics,21
54,Phoenix,Emergency Services,22
54,Phoenix,Media,19
54,Phoenix,Government Portals,22
54,Philadelphia,Power Grid AI,3
54,Philadelphia,Internet Backbone AI,6
54,Philadelphia,Data Centers,12
54,Philadelphia,Hospitals,16
54,Philadelphia,Finance,12
54,Philadelphia,Logistics,12
54,Philadelphia,Emergency Services,29
54,Philadelphia,Media,14
54,Philadelphia,Government Portals,16
54,San Antonio,Power Grid AI,8
54,San Antonio,Internet Backbone AI,9
54,San Antonio,Data Centers,11
54,San Antonio,Hospitals,12
54,San Antonio,Finance,10
54,San Antonio,Logistics,10
54,San Antonio,Emergency Services,16
54,San Antonio,Media,12
54,San Antonio,Government Portals,13
54,San Diego,Power Grid AI,6
54,San Diego,Internet Backbone AI,11
54,San Diego,Data Centers,13
54,San Diego,Hospitals,15
54,San Diego,Finance,10
54,San Diego,Logistics,12
54,San Diego,Emergency Services,25
54,San Diego,Media,14
54,San Diego,Government Portals,13
54,Dallas,Power Grid AI,3
54,Dallas,Internet Backbone AI,12
54,Dallas,Data Centers,5
54,Dallas,Hospitals,14
54,Dallas,Finance,8
54,Dallas,Logistics,9
54,Dallas,Emergency Services,23
54,Dallas,Media,12
54,Dallas,Government Portals,18
54,San Jose,Power Grid AI,9
54,San Jose,Internet Backbone AI,13
54,San Jose,Data Centers,11
54,San Jose,Hospitals,14
54,San Jose,Finance,12
54,San Jose,Logistics,13
54,San Jose,Emergency Services,24
54,San Jose,Media,15
54,San Jose,Government Portals,16
55,New York,Power Grid AI,8
55,New York,Internet Backbone AI,11
55,New York,Data Centers,10
55,New York,Hospitals,13
55,New York,Finance,12
55,New York,Logistics,12
55,New York,Emergency Services,19
55,New York,Media,14
55,New York,Government Portals,13
55,Los Angeles,Power Grid AI,8
55,Los Angeles,Internet Backbone AI,14
55,Los Angeles,Data Centers,12
55,Los Angeles,Hospitals,12
55,Los Angeles,Finance,12
55,Los Angeles,Logistics,15
55,Los Angeles,Emergency Services,23
55,Los Angeles,Media,19
55,Los Angeles,Government Portals,18
55,Chicago,Power Grid AI,0
55,Chicago,Internet Backbone AI,15
55,Chicago,Data Centers,3
55,Chicago,Hospitals,5
55,Chicago,Finance,10
55,Chicago,Logistics,11
55,Chicago,Emergency Services,8
55,Chicago,Media,13
55,Chicago,Government Portals,17
55,Houston,Power Grid AI,10
55,Houston,Internet Backbone AI,15
55,Houston,Data Centers,24
55,Houston,Hospitals,20
55,Houston,Finance,15
55,Houston,Logistics,17
55,Houston,Emergency Services,31
55,Houston,Media,20
55,Houston,Government Portals,21
55,Phoenix,Power Grid AI,8
55,Phoenix,Internet Backbone AI,10
55,Phoenix,Data Centers,15
55,Phoenix,Hospitals,13
55,Phoenix,Finance,14
55,Phoenix,Logistics,13
55,Phoenix,Emergency Services,19
55,Phoenix,Media,13
55,Phoenix,Government Portals,15
55,Philadelphia,Power Grid AI,4
55,Philadelphia,Internet Backbone AI,13
55,Philadelphia,Data Centers,8
55,Philadelphia,Hospitals,17
55,Philadelphia,Finance,16
55,Philadelphia,Logistics,19
55,Philadelphia,Emergency Services,23
55,Philadelphia,Media,17
55,Philadelphia,Government Portals,16
55,San Antonio,Power Grid AI,5
55,San Antonio,Internet Backbone AI,9
55,San Antonio,Data Centers,9
55,San Antonio,Hospitals,11
55,San Antonio,Finance,15
55,San Antonio,Logistics,12
55,San Antonio,Emergency Services,14
55,San Antonio,Media,14
55,San Antonio,Government Portals,13
55,San Diego,Power Grid AI,2
55,San Diego,Internet Backbone AI,15
55,San Diego,Data Centers,14
55,San Diego,Hospitals,7
55,San Diego,Finance,14
55,San Diego,Logistics,17
55,San Diego,Emergency Services,20
55,San Diego,Media,16
55,San Diego,Government Portals,20
55,Dallas,Power Grid AI,8
55,Dallas,Internet Backbone AI,14
55,Dallas,Data Centers,10
55,Dallas,Hospitals,19
55,Dallas,Finance,17
55,Dallas,Logistics,18
55,Dallas,Emergency Services,23
55,Dallas,Media,14
55,Dallas,Government Portals,17
55,San Jose,Power Grid AI,6
55,San Jose,Internet Backbone AI,9
55,San Jose,Data Centers,11
55,San Jose,Hospitals,12
55,San Jose,Finance,13
55,San Jose,Logistics,13
55,San Jose,Emergency Services,21
55,San Jose,Media,14
55,San Jose,Government Portals,16
56,New York,Power Grid AI,0
56,New York,Internet Backbone AI,10
56,New York,Data Centers,14
56,New York,Hospitals,10
56,New York,Finance,22
56,New York,Logistics,2
56,New York,Emergency Services,20
56,New York,Media,14
56,New York,Government Portals,23
56,Los Angeles,Power Grid AI,9
56,Los Angeles,Internet Backbone AI,13
56,Los Angeles,Data Centers,22
56,Los Angeles,Hospitals,13
56,Los Angeles,Finance,21
56,Los Angeles,Logistics,22
56,Los Angeles,Emergency Services,23
56,Los Angeles,Media,16
56,Los Angeles,Government Portals,16
56,Chicago,Power Grid AI,9
56,Chicago,Internet Backbone AI,20
56,Chicago,Data Centers,18
56,Chicago,Hospitals,15
56,Chicago,Finance,22
56,Chicago,Logistics,20
56,Chicago,Emergency Services,29
56,Chicago,Media,24
56,Chicago,Government Portals,22
56,Houston,Power Grid AI,10
56,Houston,Internet Backbone AI,15
56,Houston,Data Centers,24
56,Houston,Hospitals,20
56,Houston,Finance,22
56,Houston,Logistics,22
56,Houston,Emergency Services,30
56,Houston,Media,19
56,Houston,Government Portals,20
56,Phoenix,Power Grid AI,5
56,Phoenix,Internet Backbone AI,16
56,Phoenix,Data Centers,16
56,Phoenix,Hospitals,10
56,Phoenix,Finance,19
56,Phoenix,Logistics,20
56,Phoenix,Emergency Services,24
56,Phoenix,Media,21
56,Phoenix,Government Portals,28
56,Philadelphia,Power Grid AI,7
56,Philadelphia,Internet Backbone AI,13
56,Philadelphia,Data Centers,16
56,Philadelphia,Hospitals,19
56,Philadelphia,Finance,20
56,Philadelphia,Logistics,17
56,Philadelphia,Emergency Services,34
56,Philadelphia,Media,18
56,Philadelphia,Government Portals,16
56,San Antonio,Power Grid AI,11
56,San Antonio,Internet Backbone AI,16
56,San Antonio,Data Centers,21
56,San Antonio,Hospitals,15
56,San Antonio,Finance,22
56,San Antonio,Logistics,18
56,San Antonio,Emergency Services,26
56,San Antonio,Media,23
56,San Antonio,Government Portals,20
56,San Diego,Power Grid AI,9
56,San Diego,Internet Backbone AI,18
56,San Diego,Data Centers,13
56,San Diego,Hospitals,12
56,San Diego,Finance,20
56,San Diego,Logistics,14
56,San Diego,Emergency Services,16
56,San Diego,Media,18
56,San Diego,Government Portals,27
56,Dallas,Power Grid AI,6
56,Dallas,Internet Backbone AI,17
56,Dallas,Data Centers,13
56,Dallas,Hospitals,15
56,Dallas,Finance,18
56,Dallas,Logistics,12
56,Dallas,Emergency Services,23
56,Dallas,Media,20
56,Dallas,Government Portals,20
56,San Jose,Power Grid AI,11
56,San Jose,Internet Backbone AI,12
56,San Jose,Data Centers,16
56,San Jose,Hospitals,14
56,San Jose,Finance,19
56,San Jose,Logistics,13
56,San Jose,Emergency Services,22
56,San Jose,Media,23
56,San Jose,Government Portals,27
57,New York,Power Grid AI,3
57,New York,Internet Backbone AI,7
57,New York,Data Centers,7
57,New York,Hospitals,13
57,New York,Finance,16
57,New York,Logistics,18
57,New York,Emergency Services,16
57,New York,Media,11
57,New York,Government Portals,16
57,Los Angeles,Power Grid AI,8
57,Los Angeles,Internet Backbone AI,11
57,Los Angeles,Data Centers,14
57,Los Angeles,Hospitals,13
57,Los Angeles,Finance,16
57,Los Angeles,Logistics,18
57,Los Angeles,Emergency Services,17
57,Los Angeles,Media,13
57,Los Angeles,Government Portals,14
57,Chicago,Power Grid AI,7
57,Chicago,Internet Backbone AI,9
57,Chicago,Data Centers,14
57,Chicago,Hospitals,10
57,Chicago,Finance,17
57,Chicago,Logistics,19
57,Chicago,Emergency Services,19
57,Chicago,Media,11
57,Chicago,Government Portals,16
57,Houston,Power Grid AI,8
57,Houston,Internet Backbone AI,11
57,Houston,Data Centers,15
57,Houston,Hospitals,17
57,Houston,Finance,16
57,Houston,Logistics,21
57,Houston,Emergency Services,25
57,Houston,Media,17
57,Houston,Government Portals,21
57,Phoenix,Power Grid AI,0
57,Phoenix,Internet Backbone AI,8
57,Phoenix,Data Centers,11
57,Phoenix,Hospitals,10
57,Phoenix,Finance,15
57,Phoenix,Logistics,10
57,Phoenix,Emergency Services,20
57,Phoenix,Media,14
57,Phoenix,Government Portals,13
57,Philadelphia,Power Grid AI,5
57,Philadelphia,Internet Backbone AI,11
57,Philadelphia,Data Centers,11
57,Philadelphia,Hospitals,15
57,Philadelphia,Finance,15
57,Philadelphia,Logistics,13
57,Philadelphia,Emergency Services,19
57,Philadelphia,Media,22
57,Philadelphia,Government Portals,15
57,San Antonio,Power Grid AI,6
57,San Antonio,Internet Backbone AI,9
57,San Antonio,Data Centers,9
57,San Antonio,Hospitals,17
57,San Antonio,Finance,13
57,San Antonio,Logistics,11
57,San Antonio,Emergency Services,25
57,San Antonio,Media,15
57,San Antonio,Government Portals,14
57,San Diego,Power Grid AI,3
57,San Diego,Internet Backbone AI,11
57,San Diego,Data Centers,6
57,San Diego,Hospitals,10
57,San Diego,Finance,14
57,San Diego,Logistics,12
57,San Diego,Emergency Services,25
57,San Diego,Media,14
57,San Diego,Government Portals,16
57,Dallas,Power Grid AI,2
57,Dallas,Internet Backbone AI,7
57,Dallas,Data Centers,7
57,Dallas,Hospitals,9
57,Dallas,Finance,13
57,Dallas,Logistics,12
57,Dallas,Emergency Services,11
57,Dallas,Media,10
57,Dallas,Government Portals,14
57,San Jose,Power Grid AI,3
57,San Jose,Internet Backbone AI,11
57,San Jose,Data Centers,9
57,San Jose,Hospitals,18
57,San Jose,Finance,16
57,San Jose,Logistics,9
57,San Jose,Emergency Services,28
57,San Jose,Media,13
57,San Jose,Government Portals,13
58,New York,Power Grid AI,0
58,New York,Internet Backbone AI,15
58,New York,Data Centers,15
58,New York,Hospitals,13
58,New York,Finance,13
58,New York,Logistics,7
58,New York,Emergency Services,22
58,New York,Media,17
58,New York,Government Portals,25
58,Los Angeles,Power Grid AI,7
58,Los Angeles,Internet Backbone AI,11
58,Los Angeles,Data Centers,21
58,Los Angeles,Hospitals,14
58,Los Angeles,Finance,13
58,Los Angeles,Logistics,11
58,Los Angeles,Emergency Services,22
58,Los Angeles,Media,25
58,Los Angeles,Government Portals,24
58,Chicago,Power Grid AI,5
58,Chicago,Internet Backbone AI,14
58,Chicago,Data Centers,12
58,Chicago,Hospitals,12
58,Chicago,Finance,14
58,Chicago,Logistics,13
58,Chicago,Emergency Services,20
58,Chicago,Media,20
58,Chicago,Government Portals,19
58,Houston,Power Grid AI,2
58,Houston,Internet Backbone AI,13
58,Houston,Data Centers,8
58,Houston,Hospitals,5
58,Houston,Finance,14
58,Houston,Logistics,16
58,Houston,Emergency Services,18
58,Houston,Media,12
58,Houston,Government Portals,15
58,Phoenix,Power Grid AI,9
58,Phoenix,Internet Backbone AI,13
58,Phoenix,Data Centers,17
58,Phoenix,Hospitals,14
58,Phoenix,Finance,15
58,Phoenix,Logistics,14
58,Phoenix,Emergency Services,21
58,Phoenix,Media,19
58,Phoenix,Government Portals,24
58,Philadelphia,Power Grid AI,9
58,Philadelphia,Internet Backbone AI,13
58,Philadelphia,Data Centers,13
58,Philadelphia,Hospitals,16
58,Philadelphia,Finance,15
58,Philadelphia,Logistics,20
58,Philadelphia,Emergency Services,19
58,Philadelphia,Media,15
58,Philadelphia,Government Portals,18
58,San Antonio,Power Grid AI,7
58,San Antonio,Internet Backbone AI,14
58,San Antonio,Data Centers,11
58,San Antonio,Hospitals,13
58,San Antonio,Finance,15
58,San Antonio,Logistics,11
58,San Antonio,Emergency Services,20
58,San Antonio,Media,13
58,San Antonio,Government Portals,16
58,San Diego,Power Grid AI,6
58,San Diego,Internet Backbone AI,11
58,San Diego,Data Centers,10
58,San Diego,Hospitals,8
58,San Diego,Finance,13
58,San Diego,Logistics,9
58,San Diego,Emergency Services,18
58,San Diego,Media,14
58,San Diego,Government Portals,20
58,Dallas,Power Grid AI,4
58,Dallas,Internet Backbone AI,15
58,Dallas,Data Centers,9
58,Dallas,Hospitals,11
58,Dallas,Finance,15
58,Dallas,Logistics,15
58,Dallas,Emergency Services,16
58,Dallas,Media,11
58,Dallas,Government Portals,23
58,San Jose,Power Grid AI,5
58,San Jose,Internet Backbone AI,9
58,San Jose,Data Centers,11
58,San Jose,Hospitals,16
58,San Jose,Finance,11
58,San Jose,Logistics,10
58,San Jose,Emergency Services,20
58,San Jose,Media,18
58,San Jose,Government Portals,11
59,New York,Power Grid AI,11
59,New York,Internet Backbone AI,12
59,New York,Data Centers,17
59,New York,Hospitals,18
59,New York,Finance,17
59,New York,Logistics,16
59,New York,Emergency Services,27
59,New York,Media,15
59,New York,Government Portals,15
59,Los Angeles,Power Grid AI,9
59,Los Angeles,Internet Backbone AI,10
59,Los Angeles,Data Centers,17
59,Los Angeles,Hospitals,21
59,Los Angeles,Finance,16
59,Los Angeles,Logistics,15
59,Los Angeles,Emergency Services,36
59,Los Angeles,Media,22
59,Los Angeles,Government Portals,18
59,Chicago,Power Grid AI,6
59,Chicago,Internet Backbone AI,14
59,Chicago,Data Centers,14
59,Chicago,Hospitals,17
59,Chicago,Finance,16
59,Chicago,Logistics,18
59,Chicago,Emergency Services,31
59,Chicago,Media,20
59,Chicago,Government Portals,22
59,Houston,Power Grid AI,0
59,Houston,Internet Backbone AI,12
59,Houston,Data Centers,6
59,Houston,Hospitals,12
59,Houston,Finance,13
59,Houston,Logistics,9
59,Houston,Emergency Services,27
59,Houston,Media,13
59,Houston,Government Portals,16
59,Phoenix,Power Grid AI,10
59,Phoenix,Internet Backbone AI,10
59,Phoenix,Data Centers,15
59,Phoenix,Hospitals,13
59,Phoenix,Finance,15
59,Phoenix,Logistics,17
59,Phoenix,Emergency Services,19
59,Phoenix,Media,17
59,Phoenix,Government Portals,12
59,Philadelphia,Power Grid AI,5
59,Philadelphia,Internet Backbone AI,8
59,Philadelphia,Data Centers,10
59,Philadelphia,Hospitals,15
59,Philadelphia,Finance,13
59,Philadelphia,Logistics,9
59,Philadelphia,Emergency Services,25
59,Philadelphia,Media,11
59,Philadelphia,Government Portals,20
59,San Antonio,Power Grid AI,6
59,San Antonio,Internet Backbone AI,12
59,San Antonio,Data Centers,9
59,San Antonio,Hospitals,21
59,San Antonio,Finance,15
59,San Antonio,Logistics,12
59,San Antonio,Emergency Services,30
59,San Antonio,Media,17
59,San Antonio,Government Portals,16
59,San Diego,Power Grid AI,8
59,San Diego,Internet Backbone AI,14
59,San Diego,Data Centers,16
59,San Diego,Hospitals,18
59,San Diego,Finance,13
59,San Diego,Logistics,17
59,San Diego,Emergency Services,24
59,San Diego,Media,16
59,San Diego,Government Portals,19
59,Dallas,Power Grid AI,3
59,Dallas,Internet Backbone AI,12
59,Dallas,Data Centers,14
59,Dallas,Hospitals,16
59,Dallas,Finance,13
59,Dallas,Logistics,14
59,Dallas,Emergency Services,20
59,Dallas,Media,16
59,Dallas,Government Portals,15
59,San Jose,Power Grid AI,7
59,San Jose,Internet Backbone AI,10
59,San Jose,Data Centers,9
59,San Jose,Hospitals,14
59,San Jose,Finance,11
59,San Jose,Logistics,14
59,San Jose,Emergency Services,16
59,San Jose,Media,12
59,San Jose,Government Portals,12
60,New York,Power Grid AI,2
60,New York,Internet Backbone AI,5
60,New York,Data Centers,9
60,New York,Hospitals,10
60,New York,Finance,14
60,New York,Logistics,11
60,New York,Emergency Services,23
60,New York,Media,11
60,New York,Government Portals,9
60,Los Angeles,Power Grid AI,3
60,Los Angeles,Internet Backbone AI,9
60,Los Angeles,Data Centers,12
60,Los Angeles,Hospitals,8
60,Los Angeles,Finance,16
60,Los Angeles,Logistics,6
60,Los Angeles,Emergency Services,12
60,Los Angeles,Media,16
60,Los Angeles,Government Portals,13
60,Chicago,Power Grid AI,5
60,Chicago,Internet Backbone AI,8
60,Chicago,Data Centers,9
60,Chicago,Hospitals,18
60,Chicago,Finance,14
60,Chicago,Logistics,7
60,Chicago,Emergency Services,20
60,Chicago,Media,11
60,Chicago,Government Portals,10
60,Houston,Power Grid AI,5
60,Houston,Internet Backbone AI,7
60,Houston,Data Centers,9
60,Houston,Hospitals,10
60,Houston,Finance,15
60,Houston,Logistics,7
60,Houston,Emergency Services,18
60,Houston,Media,11
60,Houston,Government Portals,15
60,Phoenix,Power Grid AI,7
60,Phoenix,Internet Backbone AI,10
60,Phoenix,Data Centers,13
60,Phoenix,Hospitals,14
60,Phoenix,Finance,14
60,Phoenix,Logistics,11
60,Phoenix,Emergency Services,17
60,Phoenix,Media,13
60,Phoenix,Government Portals,13
60,Philadelphia,Power Grid AI,4
60,Philadelphia,Internet Backbone AI,8
60,Philadelphia,Data Centers,8
60,Philadelphia,Hospitals,17
60,Philadelphia,Finance,11
60,Philadelphia,Logistics,6
60,Philadelphia,Emergency Services,31
60,Philadelphia,Media,13
60,Philadelphia,Government Portals,14
60,San Antonio,Power Grid AI,7
60,San Antonio,Internet Backbone AI,9
60,San Antonio,Data Centers,10
60,San Antonio,Hospitals,10
60,San Antonio,Finance,12
60,San Antonio,Logistics,15
60,San Antonio,Emergency Services,16
60,San Antonio,Media,12
60,San Antonio,Government Portals,16
60,San Diego,Power Grid AI,7
60,San Diego,Internet Backbone AI,10
60,San Diego,Data Centers,10
60,San Diego,Hospitals,11
60,San Diego,Finance,12
60,San Diego,Logistics,16
60,San Diego,Emergency Services,26
60,San Diego,Media,12
60,San Diego,Government Portals,17
60,Dallas,Power Grid AI,5
60,Dallas,Internet Backbone AI,11
60,Dallas,Data Centers,8
60,Dallas,Hospitals,17
60,Dallas,Finance,14
60,Dallas,Logistics,9
60,Dallas,Emergency Services,30
60,Dallas,Media,15
60,Dallas,Government Portals,14
60,San Jose,Power Grid AI,0
60,San Jose,Internet Backbone AI,12
60,San Jose,Data Centers,2
60,San Jose,Hospitals,13
60,San Jose,Finance,14
60,San Jose,Logistics,5
60,San Jose,Emergency Services,15
60,San Jose,Media,13
60,San Jose,Government Portals,15
61,New York,Power Grid AI,3
61,New York,Internet Backbone AI,8
61,New York,Data Centers,7
61,New York,Hospitals,13
61,New York,Finance,12
61,New York,Logistics,8
61,New York,Emergency Services,28
61,New York,Media,11
61,New York,Government Portals,18
61,Los Angeles,Power Grid AI,3
61,Los Angeles,Internet Backbone AI,12
61,Los Angeles,Data Centers,11
61,Los Angeles,Hospitals,18
61,Los Angeles,Finance,13
61,Los Angeles,Logistics,15
61,Los Angeles,Emergency Services,23
61,Los Angeles,Media,16
61,Los Angeles,Government Portals,23
61,Chicago,Power Grid AI,8
61,Chicago,Internet Backbone AI,11
61,Chicago,Data Centers,11
61,Chicago,Hospitals,14
61,Chicago,Finance,13
61,Chicago,Logistics,15
61,Chicago,Emergency Services,29
61,Chicago,Media,15
61,Chicago,Government Portals,21
61,Houston,Power Grid AI,0
61,Houston,Internet Backbone AI,6
61,Houston,Data Centers,9
61,Houston,Hospitals,9
61,Houston,Finance,11
61,Houston,Logistics,6
61,Houston,Emergency Services,22
61,Houston,Media,11
61,Houston,Government Portals,10
61,Phoenix,Power Grid AI,8
61,Phoenix,Internet Backbone AI,10
61,Phoenix,Data Centers,17
61,Phoenix,Hospitals,12
61,Phoenix,Finance,12
61,Phoenix,Logistics,12
61,Phoenix,Emergency Services,27
61,Phoenix,Media,18
61,Phoenix,Government Portals,16
61,Philadelphia,Power Grid AI,5
61,Philadelphia,Internet Backbone AI,11
61,Philadelphia,Data Centers,14
61,Philadelphia,Hospitals,14
61,Philadelphia,Finance,14
61,Philadelphia,Logistics,15
61,Philadelphia,Emergency Services,17
61,Philadelphia,Media,16
61,Philadelphia,Government Portals,21
61,San Antonio,Power Grid AI,6
61,San Antonio,Internet Backbone AI,10
61,San Antonio,Data Centers,8
61,San Antonio,Hospitals,15
61,San Antonio,Finance,13
61,San Antonio,Logistics,14
61,San Antonio,Emergency Services,17
61,San Antonio,Media,16
61,San Antonio,Government Portals,16
61,San Diego,Power Grid AI,7
61,San Diego,Internet Backbone AI,13
61,San Diego,Data Centers,15
61,San Diego,Hospitals,15
61,San Diego,Finance,15
61,San Diego,Logistics,10
61,San Diego,Emergency Services,24
61,San Diego,Media,16
61,San Diego,Government Portals,23
61,Dallas,Power Grid AI,4
61,Dallas,Internet Backbone AI,8
61,Dallas,Data Centers,12
61,Dallas,Hospitals,15
61,Dallas,Finance,10
61,Dallas,Logistics,9
61,Dallas,Emergency Services,28
61,Dallas,Media,15
61,Dallas,Government Portals,15
61,San Jose,Power Grid AI,7
61,San Jose,Internet Backbone AI,12
61,San Jose,Data Centers,10
61,San Jose,Hospitals,10
61,San Jose,Finance,15
61,San Jose,Logistics,14
61,San Jose,Emergency Services,17
61,San Jose,Media,15
61,San Jose,Government Portals,14
62,New York,Power Grid AI,10
62,New York,Internet Backbone AI,13
62,New York,Data Centers,12
62,New York,Hospitals,13
62,New York,Finance,16
62,New York,Logistics,16
62,New York,Emergency Services,16
62,New York,Media,17
62,New York,Government Portals,21
62,Los Angeles,Power Grid AI,10
62,Los Angeles,Internet Backbone AI,13
62,Los Angeles,Data Centers,15
62,Los Angeles,Hospitals,16
62,Los Angeles,Finance,14
62,Los Angeles,Logistics,18
62,Los Angeles,Emergency Services,28
62,Los Angeles,Media,19
62,Los Angeles,Government Portals,26
62,Chicago,Power Grid AI,10
62,Chicago,Internet Backbone AI,13
62,Chicago,Data Centers,15
62,Chicago,Hospitals,22
62,Chicago,Finance,15
62,Chicago,Logistics,23
62,Chicago,Emergency Services,27
62,Chicago,Media,16
62,Chicago,Government Portals,24
62,Houston,Power Grid AI,5
62,Houston,Internet Backbone AI,10
62,Houston,Data Centers,17
62,Houston,Hospitals,14
62,Houston,Finance,12
62,Houston,Logistics,20
62,Houston,Emergency Services,22
62,Houston,Media,14
62,Houston,Government Portals,20
62,Phoenix,Power Grid AI,0
62,Phoenix,Internet Backbone AI,5
62,Phoenix,Data Centers,10
62,Phoenix,Hospitals,13
62,Phoenix,Finance,9
62,Phoenix,Logistics,15
62,Phoenix,Emergency Services,16
62,Phoenix,Media,8
62,Phoenix,Government Portals,17
62,Philadelphia,Power Grid AI,8
62,Philadelphia,Internet Backbone AI,15
62,Philadelphia,Data Centers,14
62,Philadelphia,Hospitals,17
62,Philadelphia,Finance,15
62,Philadelphia,Logistics,14
62,Philadelphia,Emergency Services,27
62,Philadelphia,Media,22
62,Philadelphia,Government Portals,21
62,San Antonio,Power Grid AI,10
62,San Antonio,Internet Backbone AI,11
62,San Antonio,Data Centers,17
62,San Antonio,Hospitals,21
62,San Antonio,Finance,20
62,San Antonio,Logistics,19
62,San Antonio,Emergency Services,32
62,San Antonio,Media,19
62,San Antonio,Government Portals,20
62,San Diego,Power Grid AI,8
62,San Diego,Internet Backbone AI,15
62,San Diego,Data Centers,18
62,San Diego,Hospitals,10
62,San Diego,Finance,12
62,San Diego,Logistics,11
62,San Diego,Emergency Services,12
62,San Diego,Media,22
62,San Diego,Government Portals,23
62,Dallas,Power Grid AI,11
62,Dallas,Internet Backbone AI,10
62,Dallas,Data Centers,21
62,Dallas,Hospitals,14
62,Dallas,Finance,11
62,Dallas,Logistics,18
62,Dallas,Emergency Services,16
62,Dallas,Media,19
62,Dallas,Government Portals,21
62,San Jose,Power Grid AI,8
62,San Jose,Internet Backbone AI,11
62,San Jose,Data Centers,13
62,San Jose,Hospitals,19
62,San Jose,Finance,14
62,San Jose,Logistics,10
62,San Jose,Emergency Services,29
62,San Jose,Media,17
62,San Jose,Government Portals,14
63,New York,Power Grid AI,9
63,New York,Internet Backbone AI,14
63,New York,Data Centers,13
63,New York,Hospitals,16
63,New York,Finance,17
63,New York,Logistics,19
63,New York,Emergency Services,29
63,New York,Media,18
63,New York,Government Portals,16
63,Los Angeles,Power Grid AI,11
63,Los Angeles,Internet Backbone AI,13
63,Los Angeles,Data Centers,21
63,Los Angeles,Hospitals,23
63,Los Angeles,Finance,16
63,Los Angeles,Logistics,22
63,Los Angeles,Emergency Services,38
63,Los Angeles,Media,15
63,Los Angeles,Government Portals,16
63,Chicago,Power Grid AI,13
63,Chicago,Internet Backbone AI,17
63,Chicago,Data Centers,15
63,Chicago,Hospitals,27
63,Chicago,Finance,13
63,Chicago,Logistics,15
63,Chicago,Emergency Services,30
63,Chicago,Media,24
63,Chicago,Government Portals,22
63,Houston,Power Grid AI,14
63,Houston,Internet Backbone AI,15
63,Houston,Data Centers,23
63,Houston,Hospitals,19
63,Houston,Finance,16
63,Houston,Logistics,23
63,Houston,Emergency Services,31
63,Houston,Media,24
63,Houston,Government Portals,18
63,Phoenix,Power Grid AI,15
63,Phoenix,Internet Backbone AI,13
63,Phoenix,Data Centers,17
63,Phoenix,Hospitals,20
63,Phoenix,Finance,15
63,Phoenix,Logistics,17
63,Phoenix,Emergency Services,23
63,Phoenix,Media,25
63,Phoenix,Government Portals,18
63,Philadelphia,Power Grid AI,14
63,Philadelphia,Internet Backbone AI,14
63,Philadelphia,Data Centers,17
63,Philadelphia,Hospitals,16
63,Philadelphia,Finance,15
63,Philadelphia,Logistics,18
63,Philadelphia,Emergency Services,28
63,Philadelphia,Media,18
63,Philadelphia,Government Portals,18
63,San Antonio,Power Grid AI,0
63,San Antonio,Internet Backbone AI,8
63,San Antonio,Data Centers,11
63,San Antonio,Hospitals,13
63,San Antonio,Finance,11
63,San Antonio,Logistics,10
63,San Antonio,Emergency Services,15
63,San Antonio,Media,13
63,San Antonio,Government Portals,11
63,San Diego,Power Grid AI,13
63,San Diego,Internet Backbone AI,11
63,San Diego,Data Centers,15
63,San Diego,Hospitals,15
63,San Diego,Finance,16
63,San Diego,Logistics,21
63,San Diego,Emergency Services,21
63,San Diego,Media,13
63,San Diego,Government Portals,19
63,Dallas,Power Grid AI,9
63,Dallas,Internet Backbone AI,15
63,Dallas,Data Centers,18
63,Dallas,Hospitals,11
63,Dallas,Finance,16
63,Dallas,Logistics,20
63,Dallas,Emergency Services,18
63,Dallas,Media,19
63,Dallas,Government Portals,20
63,San Jose,Power Grid AI,8
63,San Jose,Internet Backbone AI,12
63,San Jose,Data Centers,10
63,San Jose,Hospitals,22
63,San Jose,Finance,14
63,San Jose,Logistics,12
63,San Jose,Emergency Services,25
63,San Jose,Media,12
63,San Jose,Government Portals,18
64,New York,Power Grid AI,3
64,New York,Internet Backbone AI,15
64,New York,Data Centers,16
64,New York,Hospitals,5
64,New York,Finance,17
64,New York,Logistics,11
64,New York,Emergency Services,11
64,New York,Media,21
64,New York,Government Portals,18
64,Los Angeles,Power Grid AI,0
64,Los Angeles,Internet Backbone AI,12
64,Los Angeles,Data Centers,13
64,Los Angeles,Hospitals,9
64,Los Angeles,Finance,15
64,Los Angeles,Logistics,8
64,Los Angeles,Emergency Services,21
64,Los Angeles,Media,15
64,Los Angeles,Government Portals,20
64,Chicago,Power Grid AI,11
64,Chicago,Internet Backbone AI,16
64,Chicago,Data Centers,13
64,Chicago,Hospitals,13
64,Chicago,Finance,16
